title: Nam's Curated Rolls
// Unique Weapons
dimwishlist:item=2852052802&perks=1482024992,1885400500,1820235745,4049631843#notes:PvE
dimwishlist:item=1561006927&perks=3250034553,1087426260,3300816228,2846385770#notes:PvE
dimwishlist:item=3434944005&perks=2801223209,1500996326,201365942,1546637391#notes:Pinnacle
dimwishlist:item=2481881293&perks=13792279,689005463,1556840489,1546637391#notes:PvE Flawless
dimwishlist:item=1030895163&perks=3250034553,1687452232,1820235745,1427256713#notes:PvE
dimwishlist:item=1644680957&perks=1840239774,2969185026,2779035018,1427256713#notes:Pinnacle
dimwishlist:item=2060863616&perks=3525010810,3301904089,3523296417,1546637391#notes:Pinnacle
dimwishlist:item=3001205424&perks=1263609309,1431678320,1966281507,1782407750#notes:Pinnacle - Shield MW
dimwishlist:item=66875353&perks=360593482,2420895100,3300816228,1546637391#notes:PvE
dimwishlist:item=2276328320&perks=3661387068,3230963543,776531651,2610012052#notes:Pinnacle
dimwishlist:item=2448907086&perks=3300816228#notes:PvE
dimwishlist:item=1179141605&perks=1047830412,3142289711,3161816588,47981717#notes:Pinnacle
dimwishlist:item=1168625549&perks=466087222,106909392,1820235745,4293542123#notes:PvE Flawless
dimwishlist:item=2222560548&perks=1482024992,106909392,4071163871,3708227201#notes:PvE
dimwishlist:item=2782325302&perks=3666208348,2349202967,1749209109,1546637391#notes:PvE Flawless
dimwishlist:item=2782325301&perks=3666208348,2363751990,1749209109,3708227201#notes:PvE Flawless
dimwishlist:item=2782325301&perks=3666208348,2363751990,1749209109,354401740#notes:PvE Flawless
dimwishlist:item=614426548&perks=3666208348,269888150,1749209109,3913600130#notes:PvE Flawless
dimwishlist:item=2782325300&perks=436053704,269888150,1749209109,4049631843#notes:PvE Flawless
dimwishlist:item=3400256755&perks=2827049491,52780822,2030760728,3650930298#notes:Curated
dimwishlist:item=66875353&perks=360593482,2420895100,3300816228,1546637391#notes:PvE Flawless
dimwishlist:item=2276328320&perks=3661387068,3230963543,776531651,2610012052#notes:PvE Excellent
dimwishlist:item=2448907086&perks=3300816228#notes:PvE Crafted
dimwishlist:item=1179141605&perks=1047830412,3142289711,3161816588,47981717#notes:PvP Flawless
dimwishlist:item=1168625549&perks=466087222,106909392,1820235745,4293542123#notes:PvP Excellent
dimwishlist:item=2222560548&perks=1482024992,106909392,4071163871,3708227201#notes:PvP Crafted
dimwishlist:item=2782325302&perks=3666208348,2349202967,1749209109,1546637391#notes:PvP
dimwishlist:item=2782325301&perks=3666208348,2363751990,1749209109,3708227201#notes:Curated
dimwishlist:item=2782325301&perks=3666208348,2363751990,1749209109,354401740#notes:Pinnacle
// Shaped Weapons
dimwishlist:item=2119346509&perks=839105230,1885400500,3060983774,2675184851#notes:PvE Crafted - Range MW
dimwishlist:item=3849444474&perks=2801223209,3429800428,169755979,1551736345#notes:PvE Crafted
dimwishlist:item=232928045&perks=2801223209,16392701,3523746922,1551736345#notes:PvE Crafted
dimwishlist:item=232928045&perks=2801223209,16392701,3523746922,617966211#notes:PvE Crafted
dimwishlist:item=768621510&perks=839105230,689005463,595108252,344235611#notes:PvE Crafted - Stability MW
dimwishlist:item=1994645182&perks=839105230,689005463,3920370755,617966211#notes:PvP Crafted
dimwishlist:item=3969066556&perks=839105230,689005463,828056542,254337357#notes:PvP Crafted
dimwishlist:item=4096943616&perks=3525010810,2822142346,3528046508,2216471363#notes:PvE Crafted
dimwishlist:item=613334176&perks=3525010810,2822142346,3797647183,598607952#notes:PvE Crafted - Reload MW
dimwishlist:item=3849810018&perks=3525010810,3032599245,3528046508,1906147653#notes:PvE Crafted - Handling MW
dimwishlist:item=2721157927&perks=1478423395,3301904089,3563868667,598607952#notes:PvE Crafted - Blast Radius MW
dimwishlist:item=2595497736&perks=2713678205,679225683,3878366039,3102670337#notes:PvP Crafted
dimwishlist:item=2978226043&perks=1263609309,1431678320,2682205016,2241043034#notes:PvE Crafted
dimwishlist:item=254636484&perks=580685494,3142289711,3878366039,3102670337#notes:PvP Crafted
dimwishlist:item=2534546147&perks=580685494,3142289711,3674673997,3102670337#notes:PvE Crafted - Shield MW
dimwishlist:item=3055790362&perks=1482024992,1885400500,3719974635,509594246#notes:PvP Crafted - Range MW
dimwishlist:item=3281285075&perks=4090651448,3142289711,461595545,288411554#notes:PvE Crafted - Range MW
